date,year,month,month_name,day_of_week,age,age_group,gender,race,threat_level,flee,armed,armed_status,manner_of_death,signs_of_mental_illness,body_camera,state,city
2015-10-20,2015,10,October,Tuesday,21.0,18-25,M,W,attack,Foot,gun,Armed,shot,False,False,IA,Cedar Rapids
2015-10-21,2015,10,October,Wednesday,35.0,26-35,M,H,other,Other,knife,Armed,shot,False,False,CA,Calexico
2015-10-21,2015,10,October,Wednesday,21.0,18-25,M,H,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,CA,West Goshen
2015-10-21,2015,10,October,Wednesday,47.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,MI,Kentwood
2015-10-22,2015,10,October,Thursday,38.0,36-45,M,B,attack,Not fleeing,knife,Armed,shot,False,False,LA,Shreveport
2015-10-22,2015,10,October,Thursday,36.0,36-45,M,B,attack,Car,gun,Armed,shot,False,False,CA,Carmichael
2015-10-22,2015,10,October,Thursday,53.0,46-55,M,W,other,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,KY,Pine Top
2015-10-24,2015,10,October,Saturday,,,M,,attack,Not fleeing,gun,Armed,shot,False,False,NY,New Paltz
2015-10-24,2015,10,October,Saturday,34.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,Highgrove
2015-10-24,2015,10,October,Saturday,34.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,True,FL,Cape Coral
2015-10-24,2015,10,October,Saturday,30.0,26-35,M,B,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,CA,Cathedral City
2015-10-24,2015,10,October,Saturday,28.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,OH,Zanesville
2015-10-24,2015,10,October,Saturday,47.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WI,Paddock Lake
2015-10-24,2015,10,October,Saturday,49.0,46-55,M,W,attack,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,AK,Kenai Peninsula
2015-10-25,2015,10,October,Sunday,36.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,GA,Talking Rock
2015-10-26,2015,10,October,Monday,45.0,36-45,M,B,other,Not fleeing,vehicle,Armed,shot,False,False,MD,Frederick
2015-10-26,2015,10,October,Monday,21.0,18-25,F,B,attack,Not fleeing,gun,Armed,shot,False,False,DC,Washington
2015-10-26,2015,10,October,Monday,18.0,18-25,M,O,attack,Foot,unarmed,Unarmed/Unknown,shot,False,False,FL,Tampa
2015-10-27,2015,10,October,Tuesday,25.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,True,GA,Savannah
2015-10-28,2015,10,October,Wednesday,29.0,26-35,M,B,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,CA,Point Loma
2015-10-28,2015,10,October,Wednesday,57.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MS,Smithville
2015-10-28,2015,10,October,Wednesday,34.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,FL,Jacksonville
2015-10-28,2015,10,October,Wednesday,35.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,OR,Salem
2015-10-29,2015,10,October,Thursday,,,M,B,other,Not fleeing,gun,Armed,shot,False,False,OH,Columbus
2015-10-29,2015,10,October,Thursday,18.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TN,Hohenwald
2015-10-30,2015,10,October,Friday,62.0,56-65,M,W,attack,Other,gun,Armed,shot,False,False,KY,Burkesville
2015-10-30,2015,10,October,Friday,29.0,26-35,M,H,attack,Car,gun,Armed,shot,False,False,TX,Mesquite
2015-10-30,2015,10,October,Friday,25.0,18-25,M,B,other,Foot,gun,Armed,shot,False,False,TX,Houston
2015-10-30,2015,10,October,Friday,30.0,26-35,M,W,attack,Foot,knife,Armed,shot and Tasered,False,False,OK,Norwood
2015-10-31,2015,10,October,Saturday,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CO,Colorado Springs
2015-10-31,2015,10,October,Saturday,56.0,56-65,M,B,other,Car,unarmed,Unarmed/Unknown,shot,False,False,AL,Opelika
2015-11-01,2015,11,November,Sunday,49.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MN,Hutchinson
2015-11-01,2015,11,November,Sunday,20.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Eureka
2015-11-01,2015,11,November,Sunday,62.0,56-65,M,W,undetermined,Not fleeing,gun,Armed,shot,False,True,ID,Council
2015-11-02,2015,11,November,Monday,62.0,56-65,M,B,attack,Car,gun,Armed,shot,False,False,DC,Washington
2015-11-03,2015,11,November,Tuesday,6.0,<18,M,W,other,Car,unarmed,Unarmed/Unknown,shot,False,True,LA,Marksville
2015-11-04,2015,11,November,Wednesday,30.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,MO,Springfield
2015-11-04,2015,11,November,Wednesday,57.0,56-65,M,B,attack,Car,gun,Armed,shot,False,False,TX,Houston
2015-11-04,2015,11,November,Wednesday,18.0,18-25,M,O,attack,Foot,knife,Armed,shot,False,False,CA,Merced
2015-11-04,2015,11,November,Wednesday,47.0,46-55,M,W,other,Foot,unarmed,Unarmed/Unknown,shot,False,True,CA,Pacific Beach
2015-11-05,2015,11,November,Thursday,48.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WV,Morgantown
2015-11-05,2015,11,November,Thursday,20.0,18-25,M,W,attack,Car,gun,Armed,shot,True,False,OK,Hominy
2015-11-05,2015,11,November,Thursday,30.0,26-35,M,W,attack,Not fleeing,hammer,Armed,shot,False,False,MO,Lakeshire
2015-11-05,2015,11,November,Thursday,36.0,36-45,F,W,attack,Not fleeing,gun,Armed,shot,True,False,SC,Goose Creek
2015-11-06,2015,11,November,Friday,51.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,OR,Portland
2015-11-06,2015,11,November,Friday,55.0,46-55,M,W,other,Car,vehicle,Armed,shot,False,False,NV,Las Vegas
2015-11-06,2015,11,November,Friday,48.0,46-55,M,W,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,NC,Wadesboro
2015-11-09,2015,11,November,Monday,20.0,18-25,M,B,attack,Car,vehicle,Armed,shot,False,False,SC,Spartanburg
2015-11-09,2015,11,November,Monday,25.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,True,False,TX,North Laredo
2015-11-09,2015,11,November,Monday,26.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WV,Braxton County
2015-11-09,2015,11,November,Monday,45.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,San Jose
2015-11-09,2015,11,November,Monday,35.0,26-35,M,H,other,Not fleeing,bean-bag gun,Armed,shot and Tasered,False,False,CA,Los Angeles
2015-11-10,2015,11,November,Tuesday,63.0,56-65,M,W,attack,Not fleeing,toy weapon,Armed,shot,True,False,CO,Colorado Springs
2015-11-10,2015,11,November,Tuesday,34.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,Chico
2015-11-10,2015,11,November,Tuesday,36.0,36-45,M,H,other,Car,vehicle,Armed,shot,False,False,CO,Brighton
2015-11-10,2015,11,November,Tuesday,22.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MT,Dillon
2015-11-11,2015,11,November,Wednesday,31.0,26-35,M,H,other,Car,vehicle,Armed,shot,False,False,NM,Albuquerque
2015-11-11,2015,11,November,Wednesday,25.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,San Francisco
2015-11-11,2015,11,November,Wednesday,57.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,SC,Aiken
2015-11-11,2015,11,November,Wednesday,32.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MD,Baltimore
2015-11-12,2015,11,November,Thursday,42.0,36-45,M,B,other,Not fleeing,knife,Armed,shot,False,False,CA,Sunnyvale
2015-11-13,2015,11,November,Friday,52.0,46-55,M,W,attack,Not fleeing,toy weapon,Armed,shot,False,False,TN,Gibson County
2015-11-13,2015,11,November,Friday,25.0,18-25,M,H,undetermined,,undetermined,Unarmed/Unknown,shot,False,False,CA,Jurupa Valley
2015-11-13,2015,11,November,Friday,25.0,18-25,M,W,attack,Foot,gun,Armed,shot,False,False,GA,Eden
2015-11-14,2015,11,November,Saturday,31.0,26-35,M,H,other,Not fleeing,hammer,Armed,shot,False,False,CA,Jurupa Valley
2015-11-15,2015,11,November,Sunday,39.0,36-45,M,B,attack,Not fleeing,toy weapon,Armed,shot,False,False,CA,Oakland
2015-11-15,2015,11,November,Sunday,32.0,26-35,M,W,attack,Not fleeing,Taser,Armed,shot and Tasered,False,False,NC,Spring Lake
2015-11-15,2015,11,November,Sunday,16.0,<18,M,B,attack,Not fleeing,unknown weapon,Armed,shot,False,False,PA,Germantown
2015-11-15,2015,11,November,Sunday,24.0,18-25,M,B,undetermined,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,MN,Minneapolis
2015-11-16,2015,11,November,Monday,28.0,26-35,M,W,undetermined,Car,vehicle,Armed,shot,False,False,TX,Leon County
2015-11-16,2015,11,November,Monday,25.0,18-25,M,W,other,Car,vehicle,Armed,shot,False,False,GA,Whitfield County
2015-11-17,2015,11,November,Tuesday,41.0,36-45,M,W,undetermined,Car,gun,Armed,shot,False,False,TX,Weatherford
2015-11-17,2015,11,November,Tuesday,28.0,26-35,M,B,attack,Foot,gun,Armed,shot,True,False,FL,Miami
2015-11-17,2015,11,November,Tuesday,21.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,SC,Cayce
2015-11-17,2015,11,November,Tuesday,30.0,26-35,M,B,other,Car,vehicle,Armed,shot,False,False,TX,Weatherford
2015-11-17,2015,11,November,Tuesday,58.0,56-65,M,W,other,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,GA,Arlington
2015-11-17,2015,11,November,Tuesday,47.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,NJ,Little Egg Harbor
2015-11-18,2015,11,November,Wednesday,25.0,18-25,M,B,other,Not fleeing,unknown weapon,Armed,shot,False,False,FL,Opa-Locka
2015-11-18,2015,11,November,Wednesday,44.0,36-45,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MI,Berrien County
2015-11-19,2015,11,November,Thursday,34.0,26-35,M,B,attack,,gun,Armed,shot,False,False,FL,Manatee
2015-11-19,2015,11,November,Thursday,27.0,26-35,M,B,attack,Not fleeing,knife,Armed,shot,False,False,FL,Fort Pierce
2015-11-19,2015,11,November,Thursday,34.0,26-35,M,B,other,Not fleeing,knife,Armed,shot,False,False,DC,Washington
2015-11-20,2015,11,November,Friday,39.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,GA,Paulding County
2015-11-20,2015,11,November,Friday,29.0,26-35,M,B,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,CA,Barstow
2015-11-21,2015,11,November,Saturday,24.0,18-25,M,W,attack,Foot,unarmed,Unarmed/Unknown,shot,False,False,OK,Colbert
2015-11-22,2015,11,November,Sunday,47.0,46-55,M,W,attack,Not fleeing,knife,Armed,shot,True,False,CA,Fontana
2015-11-22,2015,11,November,Sunday,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NV,Reno
2015-11-22,2015,11,November,Sunday,28.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CO,Denver
2015-11-23,2015,11,November,Monday,49.0,46-55,M,H,other,Not fleeing,knife,Armed,shot and Tasered,False,True,TX,Corpus Christi
2015-11-23,2015,11,November,Monday,50.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OH,Columbus
2015-11-24,2015,11,November,Tuesday,45.0,36-45,M,W,other,Not fleeing,toy weapon,Armed,shot,False,False,MN,Columbia Heights
2015-11-24,2015,11,November,Tuesday,32.0,26-35,M,W,attack,Foot,toy weapon,Armed,shot and Tasered,True,True,NV,Las Vegas
2015-11-24,2015,11,November,Tuesday,24.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,NJ,Camden
2015-11-25,2015,11,November,Wednesday,23.0,18-25,M,W,attack,Not fleeing,knife,Armed,shot,False,False,MO,Springfield
2015-11-25,2015,11,November,Wednesday,52.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Eagar
2015-11-25,2015,11,November,Wednesday,37.0,36-45,F,W,attack,Not fleeing,gun,Armed,shot,False,False,MO,Ozark
2015-11-26,2015,11,November,Thursday,26.0,26-35,M,W,other,Car,unarmed,Unarmed/Unknown,shot,False,True,CA,Chico
2015-11-27,2015,11,November,Friday,58.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MO,Lampe
2015-11-28,2015,11,November,Saturday,50.0,46-55,M,W,other,Not fleeing,baseball bat and fireplace poker,Armed,shot,False,False,TX,Seagoville
2015-11-29,2015,11,November,Sunday,22.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OH,Celina
2015-11-29,2015,11,November,Sunday,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MO,Maysville
2015-11-29,2015,11,November,Sunday,69.0,66+,M,H,attack,Not fleeing,gun,Armed,shot,True,False,AZ,Sun City
2015-11-29,2015,11,November,Sunday,23.0,18-25,M,H,attack,Foot,gun,Armed,shot,False,False,CA,Bakersfield
2015-11-29,2015,11,November,Sunday,29.0,26-35,M,W,attack,,gun,Armed,shot,False,False,NE,Lincoln
2015-11-30,2015,11,November,Monday,25.0,18-25,M,A,attack,Car,vehicle,Armed,shot,False,False,CO,Aurora
2015-11-30,2015,11,November,Monday,18.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,GA,Atlanta
2015-11-30,2015,11,November,Monday,31.0,26-35,M,H,other,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,TX,Wink
2015-12-01,2015,12,December,Tuesday,23.0,18-25,M,W,attack,Foot,gun,Armed,shot,False,False,ME,Bangor
2015-12-01,2015,12,December,Tuesday,18.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,Norwalk
2015-12-02,2015,12,December,Wednesday,35.0,26-35,M,H,attack,Car,gun,Armed,shot,False,False,CO,Denver
2015-12-02,2015,12,December,Wednesday,27.0,26-35,F,O,attack,Car,gun,Armed,shot,False,False,CA,San Bernardino
2015-12-02,2015,12,December,Wednesday,28.0,26-35,M,O,attack,Car,gun,Armed,shot,False,False,CA,San Bernardino
2015-12-02,2015,12,December,Wednesday,26.0,26-35,M,B,other,Not fleeing,knife,Armed,shot,False,False,CA,San Francisco
2015-12-02,2015,12,December,Wednesday,32.0,26-35,M,H,other,Not fleeing,gun,Armed,shot,False,False,TX,San Antonio
2015-12-02,2015,12,December,Wednesday,36.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,NM,Deming
2015-12-03,2015,12,December,Thursday,66.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NE,Big Springs
2015-12-04,2015,12,December,Friday,47.0,46-55,M,W,other,Not fleeing,metal stick,Armed,shot and Tasered,False,False,AZ,Mesa
2015-12-04,2015,12,December,Friday,21.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,PA,Mount Washington
2015-12-05,2015,12,December,Saturday,24.0,18-25,M,W,attack,Foot,gun,Armed,shot,False,False,TX,Irving
2015-12-05,2015,12,December,Saturday,51.0,46-55,M,W,other,Not fleeing,straight edge razor,Armed,shot and Tasered,False,True,FL,Miami
2015-12-05,2015,12,December,Saturday,60.0,56-65,M,W,other,Not fleeing,gun,Armed,shot,False,False,WI,Neenah
2015-12-05,2015,12,December,Saturday,61.0,56-65,F,W,attack,Not fleeing,gun,Armed,shot,False,False,MO,St. Louis
2015-12-05,2015,12,December,Saturday,38.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,Indio
2015-12-06,2015,12,December,Sunday,35.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,WA,Seattle
2015-12-06,2015,12,December,Sunday,46.0,46-55,M,B,attack,Not fleeing,gun,Armed,shot,True,False,OH,Richmond Heights
2015-12-06,2015,12,December,Sunday,48.0,46-55,M,W,other,Not fleeing,knife,Armed,shot,True,False,WY,Laramie
2015-12-08,2015,12,December,Tuesday,36.0,36-45,M,B,other,Foot,unarmed,Unarmed/Unknown,shot,False,False,NY,Yonkers
2015-12-08,2015,12,December,Tuesday,33.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,OH,Cleveland
2015-12-09,2015,12,December,Wednesday,66.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,False,False,KY,Leitchfield
2015-12-09,2015,12,December,Wednesday,51.0,46-55,M,,attack,Not fleeing,gun,Armed,shot,True,False,OK,Pryor
2015-12-10,2015,12,December,Thursday,34.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,IN,Indianapolis
2015-12-10,2015,12,December,Thursday,55.0,46-55,M,B,attack,Not fleeing,gun,Armed,shot,False,False,SC,Taylors
2015-12-10,2015,12,December,Thursday,54.0,46-55,M,W,attack,Not fleeing,knife,Armed,shot,False,False,CA,Marina
2015-12-10,2015,12,December,Thursday,,,M,,attack,Not fleeing,gun,Armed,shot,False,False,CA,Hemet
2015-12-11,2015,12,December,Friday,36.0,36-45,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,AZ,Tucson
2015-12-12,2015,12,December,Saturday,25.0,18-25,M,B,attack,Not fleeing,knife,Armed,shot,True,False,IN,Indianapolis
2015-12-12,2015,12,December,Saturday,24.0,18-25,M,B,attack,Not fleeing,gun and knife,Armed,shot,False,False,TN,Chattanooga
2015-12-12,2015,12,December,Saturday,28.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,CA,Lynwood
2015-12-12,2015,12,December,Saturday,36.0,36-45,M,W,attack,Not fleeing,Taser,Armed,shot,False,False,OK,Healdton
2015-12-12,2015,12,December,Saturday,20.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,True,False,PA,East Stroudsburg
2015-12-12,2015,12,December,Saturday,49.0,46-55,M,H,attack,,knife,Armed,shot,False,False,CA,San Bernardino
2015-12-12,2015,12,December,Saturday,,,M,,attack,,unknown weapon,Armed,shot,False,False,CO,Aurora
2015-12-13,2015,12,December,Sunday,51.0,46-55,F,W,attack,Not fleeing,gun,Armed,shot,True,False,TX,Arlington
2015-12-13,2015,12,December,Sunday,21.0,18-25,M,W,other,Not fleeing,ax,Armed,shot,True,False,TX,Denton
2015-12-13,2015,12,December,Sunday,30.0,26-35,M,O,attack,Not fleeing,knife,Armed,shot,False,False,WA,Thurston County
2015-12-13,2015,12,December,Sunday,32.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CO,Mountain View
2015-12-14,2015,12,December,Monday,33.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,True,LA,New Orleans
2015-12-14,2015,12,December,Monday,52.0,46-55,M,W,other,Not fleeing,knife,Armed,shot and Tasered,True,False,MD,Middle River
2015-12-14,2015,12,December,Monday,56.0,56-65,M,W,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,TN,Humboldt
2015-12-14,2015,12,December,Monday,48.0,46-55,F,W,attack,Not fleeing,gun,Armed,shot,True,False,NV,Las Vegas
2015-12-14,2015,12,December,Monday,39.0,36-45,M,A,other,Not fleeing,knife,Armed,shot,False,False,CA,Long Beach
2015-12-14,2015,12,December,Monday,19.0,18-25,M,H,undetermined,,undetermined,Unarmed/Unknown,shot,False,True,CA,Gilroy
2015-12-14,2015,12,December,Monday,45.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,NV,Las Vegas
2015-12-14,2015,12,December,Monday,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WV,Mount Hope
2015-12-15,2015,12,December,Tuesday,51.0,46-55,M,B,attack,Car,vehicle,Armed,shot,False,False,NC,Dallas
2015-12-16,2015,12,December,Wednesday,,,M,W,attack,Not fleeing,knife,Armed,shot,True,False,CA,Camarillo
2015-12-17,2015,12,December,Thursday,25.0,18-25,M,W,other,Not fleeing,machete,Armed,shot,True,False,OH,Kent
2015-12-17,2015,12,December,Thursday,24.0,18-25,M,W,attack,Other,gun,Armed,shot,False,False,CA,Modesto
2015-12-18,2015,12,December,Friday,22.0,18-25,F,W,attack,Other,gun,Armed,shot,False,False,OH,Northwood
2015-12-18,2015,12,December,Friday,32.0,26-35,M,W,attack,Car,vehicle,Armed,shot,False,False,TN,Knoxville
2015-12-18,2015,12,December,Friday,58.0,56-65,M,H,attack,Not fleeing,toy weapon,Armed,shot,True,False,NM,Taos
2015-12-19,2015,12,December,Saturday,24.0,18-25,M,B,attack,,gun,Armed,shot,False,False,VA,Concord
2015-12-19,2015,12,December,Saturday,26.0,26-35,M,H,attack,Not fleeing,undetermined,Unarmed/Unknown,shot,True,False,CA,Los Angeles
2015-12-20,2015,12,December,Sunday,30.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,CA,Palmdale
2015-12-20,2015,12,December,Sunday,31.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,True,False,TX,Amarillo
2015-12-21,2015,12,December,Monday,34.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,Hemet
2015-12-21,2015,12,December,Monday,48.0,46-55,M,B,attack,Not fleeing,gun,Armed,shot,False,False,GA,Douglasville
2015-12-21,2015,12,December,Monday,,,M,B,other,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,LA,Breaux Bridge
2015-12-21,2015,12,December,Monday,21.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,True,False,PA,Canaan Township
2015-12-21,2015,12,December,Monday,39.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Deltona
2015-12-21,2015,12,December,Monday,25.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,CO,Aurora
2015-12-21,2015,12,December,Monday,30.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Smartsville
2015-12-22,2015,12,December,Tuesday,61.0,56-65,M,,attack,Not fleeing,gun,Armed,shot,False,True,KY,Ludlow
2015-12-22,2015,12,December,Tuesday,56.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,True,VT,Burlington
2015-12-22,2015,12,December,Tuesday,29.0,26-35,M,W,undetermined,Car,undetermined,Unarmed/Unknown,shot,False,False,FL,Brooksville
2015-12-22,2015,12,December,Tuesday,19.0,18-25,M,H,undetermined,Foot,gun,Armed,shot,False,True,NM,Albuquerque
2015-12-23,2015,12,December,Wednesday,35.0,26-35,M,B,other,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,MI,Dearborn
2015-12-24,2015,12,December,Thursday,36.0,36-45,M,W,other,Car,vehicle,Armed,shot,False,False,LA,Winnsboro
2015-12-24,2015,12,December,Thursday,54.0,46-55,M,,attack,Not fleeing,gun,Armed,shot,True,False,LA,Pride
2015-12-24,2015,12,December,Thursday,24.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MI,Lansing
2015-12-24,2015,12,December,Thursday,23.0,18-25,M,H,other,Not fleeing,knife,Armed,shot,False,False,CA,Porterville
2015-12-24,2015,12,December,Thursday,18.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,NC,Charlotte
2015-12-25,2015,12,December,Friday,31.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot,True,False,CA,Palo Alto
2015-12-26,2015,12,December,Saturday,41.0,36-45,M,W,other,Not fleeing,brick,Armed,shot,True,False,AZ,Phoenix
2015-12-26,2015,12,December,Saturday,55.0,46-55,F,B,other,,unarmed,Unarmed/Unknown,shot,False,False,IL,Chicago
2015-12-26,2015,12,December,Saturday,19.0,18-25,M,B,undetermined,Not fleeing,baseball bat,Armed,shot,True,False,IL,Chicago
2015-12-26,2015,12,December,Saturday,38.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,True,ID,Homedale
2015-12-27,2015,12,December,Sunday,36.0,36-45,M,W,undetermined,Car,undetermined,Unarmed/Unknown,shot,False,False,MS,Lucedale
2015-12-27,2015,12,December,Sunday,34.0,26-35,M,W,other,Not fleeing,knife,Armed,shot,True,True,AZ,Tempe
2015-12-27,2015,12,December,Sunday,52.0,46-55,M,W,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,LA,Franklin
